Type of crack,Crack length,a,b,t/b,Type of BCs,kx,ky,Omega
0,0.9,1,1,0.001,1,5,50,3.8593
0,0.9,1,1,0.001,1,50,0,3.9004
0,0.9,1,1,0.001,1,50,0.5,3.873
0,0.9,1,1,0.001,1,50,1,3.8642
0,0.9,1,1,0.001,1,50,5,3.8593
0,0.9,1,1,0.001,1,50,50,3.8593
0,0.1,1,1,0.01,1,0,0,10.657
0,0.1,1,1,0.01,1,0,0.5,5.7632
0,0.1,1,1,0.01,1,0,1,5.0049
0,0.1,1,1,0.01,1,0,5,4.4855
0,0.1,1,1,0.01,1,0,50,4.4766
0,0.1,1,1,0.01,1,0.5,0,7.4361
0,0.1,1,1,0.01,1,0.5,0.5,5.3183
0,0.1,1,1,0.01,1,0.5,1,4.8367
0,0.1,1,1,0.01,1,0.5,5,4.4828
0,0.1,1,1,0.01,1,0.5,50,4.4766
0,0.1,1,1,0.01,1,1,0,6.2928
0,0.1,1,1,0.01,1,1,0.5,5.0707
0,0.1,1,1,0.01,1,1,1,4.7374
0,0.1,1,1,0.01,1,1,5,4.481
0,0.1,1,1,0.01,1,1,50,4.4766
0,0.1,1,1,0.01,1,5,0,4.7682
0,0.1,1,1,0.01,1,5,0.5,4.593
0,0.1,1,1,0.01,1,5,1,4.5291
0,0.1,1,1,0.01,1,5,5,4.4773
0,0.1,1,1,0.01,1,5,50,4.4766
0,0.1,1,1,0.01,1,50,0,4.5139
0,0.1,1,1,0.01,1,50,0.5,4.4905
0,0.1,1,1,0.01,1,50,1,4.482
0,0.1,1,1,0.01,1,50,5,4.4766
0,0.1,1,1,0.01,1,50,50,4.4766
0,0.3,1,1,0.01,1,0,0,10.631
0,0.3,1,1,0.01,1,0,0.5,5.7426
0,0.3,1,1,0.01,1,0,1,4.9887
0,0.3,1,1,0.01,1,0,5,4.4735
0,0.3,1,1,0.01,1,0,50,4.4647
0,0.3,1,1,0.01,1,0.5,0,7.4044
0,0.3,1,1,0.01,1,0.5,0.5,5.2989
0,0.3,1,1,0.01,1,0.5,1,4.8214
0,0.3,1,1,0.01,1,0.5,5,4.4708
0,0.3,1,1,0.01,1,0.5,50,4.4647
0,0.3,1,1,0.01,1,1,0,6.2652
0,0.3,1,1,0.01,1,1,0.5,5.0532
0,0.3,1,1,0.01,1,1,1,4.723
0,0.3,1,1,0.01,1,1,5,4.4691
0,0.3,1,1,0.01,1,1,50,4.4647
0,0.3,1,1,0.01,1,5,0,4.7533
0,0.3,1,1,0.01,1,5,0.5,4.5799
0,0.3,1,1,0.01,1,5,1,4.5166
0,0.3,1,1,0.01,1,5,5,4.4653
0,0.3,1,1,0.01,1,5,50,4.4647
0,0.3,1,1,0.01,1,50,0,4.5017
0,0.3,1,1,0.01,1,50,0.5,4.4784
0,0.3,1,1,0.01,1,50,1,4.4701
0,0.3,1,1,0.01,1,50,5,4.4647
0,0.3,1,1,0.01,1,50,50,4.4647
0,0.5,1,1,0.01,1,0,0,10.291
0,0.5,1,1,0.01,1,0,0.5,5.4881
0,0.5,1,1,0.01,1,0,1,4.775
0,0.5,1,1,0.01,1,0,5,4.3008
0,0.5,1,1,0.01,1,0,50,4.2929
0,0.5,1,1,0.01,1,0.5,0,7.0946
0,0.5,1,1,0.01,1,0.5,0.5,5.062
0,0.5,1,1,0.01,1,0.5,1,4.6179
0,0.5,1,1,0.01,1,0.5,5,4.2984
0,0.5,1,1,0.01,1,0.5,50,4.2929
0,0.5,1,1,0.01,1,1,0,5.9915
0,0.5,1,1,0.01,1,1,0.5,4.8322
0,0.5,1,1,0.01,1,1,1,4.5273
0,0.5,1,1,0.01,1,1,5,4.2969
0,0.5,1,1,0.01,1,1,50,4.2929
0,0.5,1,1,0.01,1,5,0,4.5588
0,0.5,1,1,0.01,1,5,0.5,4.398
0,0.5,1,1,0.01,1,5,1,4.3401
0,0.5,1,1,0.01,1,5,5,4.2935
0,0.5,1,1,0.01,1,5,50,4.2929
0,0.5,1,1,0.01,1,50,0,4.3266
0,0.5,1,1,0.01,1,50,0.5,4.3054
0,0.5,1,1,0.01,1,50,1,4.2978
0,0.5,1,1,0.01,1,50,5,4.293
0,0.5,1,1,0.01,1,50,50,4.2929
0,0.7,1,1,0.01,1,0,0,9.6618
0,0.7,1,1,0.01,1,0,0.5,5.0642
0,0.7,1,1,0.01,1,0,1,4.4093
0,0.7,1,1,0.01,1,0,5,3.9892
0,0.7,1,1,0.01,1,0,50,3.9826
0,0.7,1,1,0.01,1,0.5,0,6.6519
0,0.7,1,1,0.01,1,0.5,0.5,4.6809
0,0.7,1,1,0.01,1,0.5,1,4.2702
0,0.7,1,1,0.01,1,0.5,5,3.9872
0,0.7,1,1,0.01,1,0.5,50,3.9826
0,0.7,1,1,0.01,1,1,0,5.6145
0,0.7,1,1,0.01,1,1,0.5,4.4752
0,0.7,1,1,0.01,1,1,1,4.1907
0,0.7,1,1,0.01,1,1,5,3.9859
0,0.7,1,1,0.01,1,1,50,3.9826
0,0.7,1,1,0.01,1,5,0,4.2555
0,0.7,1,1,0.01,1,5,0.5,4.0845
0,0.7,1,1,0.01,1,5,1,4.0267
0,0.7,1,1,0.01,1,5,5,3.9831
0,0.7,1,1,0.01,1,5,50,3.9826
0,0.7,1,1,0.01,1,50,0,4.0166
0,0.7,1,1,0.01,1,50,0.5,3.9948
0,0.7,1,1,0.01,1,50,1,3.9873
0,0.7,1,1,0.01,1,50,5,3.9826
0,0.7,1,1,0.01,1,50,50,3.9826
0,0.9,1,1,0.01,1,0,0,9.3592
0,0.9,1,1,0.01,1,0,0.5,4.8832
0,0.9,1,1,0.01,1,0,1,4.252
0,0.9,1,1,0.01,1,0,5,3.852
0,0.9,1,1,0.01,1,0,50,3.846
0,0.9,1,1,0.01,1,0.5,0,6.4729
0,0.9,1,1,0.01,1,0.5,0.5,4.5234
0,0.9,1,1,0.01,1,0.5,1,4.1216
0,0.9,1,1,0.01,1,0.5,5,3.8502
0,0.9,1,1,0.01,1,0.5,50,3.846
0,0.9,1,1,0.01,1,1,0,5.4698
0,0.9,1,1,0.01,1,1,0.5,4.329
0,0.9,1,1,0.01,1,1,1,4.0469
0,0.9,1,1,0.01,1,1,5,3.849
0,0.9,1,1,0.01,1,1,50,3.846
0,0.9,1,1,0.01,1,5,0,4.1476
0,0.9,1,1,0.01,1,5,0.5,3.9547
0,0.9,1,1,0.01,1,5,1,3.8912
0,0.9,1,1,0.01,1,5,5,3.8464
0,0.9,1,1,0.01,1,5,50,3.846
0,0.9,1,1,0.01,1,50,0,3.8875
0,0.9,1,1,0.01,1,50,0.5,3.8599
0,0.9,1,1,0.01,1,50,1,3.8509
0,0.9,1,1,0.01,1,50,5,3.846
0,0.9,1,1,0.01,1,50,50,3.846
0,0.1,1,1,0.1,1,0,0,9.707
0,0.1,1,1,0.1,1,0,0.5,5.2375
0,0.1,1,1,0.1,1,0,1,4.5358
0,0.1,1,1,0.1,1,0,5,4.0469
0,0.1,1,1,0.1,1,0,50,4.0385
0,0.1,1,1,0.1,1,0.5,0,6.7274
0,0.1,1,1,0.1,1,0.5,0.5,4.8204
0,0.1,1,1,0.1,1,0.5,1,4.377
0,0.1,1,1,0.1,1,0.5,5,4.0444
0,0.1,1,1,0.1,1,0.5,50,4.0385
0,0.1,1,1,0.1,1,1,0,5.6816
0,0.1,1,1,0.1,1,1,0.5,4.5896
0,0.1,1,1,0.1,1,1,1,4.2836
0,0.1,1,1,0.1,1,1,5,4.0427
0,0.1,1,1,0.1,1,1,50,4.0385
0,0.1,1,1,0.1,1,5,0,4.3086
0,0.1,1,1,0.1,1,5,0.5,4.1481
0,0.1,1,1,0.1,1,5,1,4.0885
0,0.1,1,1,0.1,1,5,5,4.0392
0,0.1,1,1,0.1,1,5,50,4.0385
0,0.1,1,1,0.1,1,50,0,4.0711
0,0.1,1,1,0.1,1,50,0.5,4.0511
0,0.1,1,1,0.1,1,50,1,4.0437
0,0.1,1,1,0.1,1,50,5,4.0386
0,0.1,1,1,0.1,1,50,50,4.0385
0,0.3,1,1,0.1,1,0,0,9.6675
0,0.3,1,1,0.1,1,0,0.5,5.207
0,0.3,1,1,0.1,1,0,1,4.5116
0,0.3,1,1,0.1,1,0,5,4.0293
0,0.3,1,1,0.1,1,0,50,4.0211
0,0.3,1,1,0.1,1,0.5,0,6.6786
0,0.3,1,1,0.1,1,0.5,0.5,4.7912
0,0.3,1,1,0.1,1,0.5,1,4.3542
0,0.3,1,1,0.1,1,0.5,5,4.0268
0,0.3,1,1,0.1,1,0.5,50,4.0211
0,0.3,1,1,0.1,1,1,0,5.6395
0,0.3,1,1,0.1,1,1,0.5,4.5632
0,0.3,1,1,0.1,1,1,1,4.2621
0,0.3,1,1,0.1,1,1,5,4.0252
0,0.3,1,1,0.1,1,1,50,4.0211
0,0.3,1,1,0.1,1,5,0,4.2864
0,0.3,1,1,0.1,1,5,0.5,4.1287
0,0.3,1,1,0.1,1,5,1,4.0702
0,0.3,1,1,0.1,1,5,5,4.0217
0,0.3,1,1,0.1,1,5,50,4.0211
0,0.3,1,1,0.1,1,50,0,4.0531
0,0.3,1,1,0.1,1,50,0.5,4.0335
0,0.3,1,1,0.1,1,50,1,4.0262
0,0.3,1,1,0.1,1,50,5,4.0211
0,0.3,1,1,0.1,1,50,50,4.0211
0,0.5,1,1,0.1,1,0,0,9.3017
0,0.5,1,1,0.1,1,0,0.5,4.9396
0,0.5,1,1,0.1,1,0,1,4.2873
0,0.5,1,1,0.1,1,0,5,3.8494
0,0.5,1,1,0.1,1,0,50,3.8422
0,0.5,1,1,0.1,1,0.5,0,6.3527
0,0.5,1,1,0.1,1,0.5,0.5,4.5426
0,0.5,1,1,0.1,1,0.5,1,4.1405
0,0.5,1,1,0.1,1,0.5,5,3.8472
0,0.5,1,1,0.1,1,0.5,50,3.8422
0,0.5,1,1,0.1,1,1,0,5.3539
0,0.5,1,1,0.1,1,1,0.5,4.3316
0,0.5,1,1,0.1,1,1,1,4.057
0,0.5,1,1,0.1,1,1,5,3.8458
0,0.5,1,1,0.1,1,1,50,3.8422
0,0.5,1,1,0.1,1,5,0,4.0832
0,0.5,1,1,0.1,1,5,0.5,3.9387
0,0.5,1,1,0.1,1,5,1,3.8859
0,0.5,1,1,0.1,1,5,5,3.8428
0,0.5,1,1,0.1,1,5,50,3.8422
0,0.5,1,1,0.1,1,50,0,3.871
0,0.5,1,1,0.1,1,50,0.5,3.8533
0,0.5,1,1,0.1,1,50,1,3.8467
0,0.5,1,1,0.1,1,50,5,3.8422
0,0.5,1,1,0.1,1,50,50,3.8422
0,0.7,1,1,0.1,1,0,0,8.7313
0,0.7,1,1,0.1,1,0,0.5,4.5639
0,0.7,1,1,0.1,1,0,1,3.9648
0,0.7,1,1,0.1,1,0,5,3.5758
0,0.7,1,1,0.1,1,0,50,3.5697
0,0.7,1,1,0.1,1,0.5,0,5.9709
0,0.7,1,1,0.1,1,0.5,0.5,4.209
0,0.7,1,1,0.1,1,0.5,1,3.8351
0,0.7,1,1,0.1,1,0.5,5,3.5739
0,0.7,1,1,0.1,1,0.5,50,3.5697
0,0.7,1,1,0.1,1,1,0,5.0325
0,0.7,1,1,0.1,1,1,0.5,4.0203
0,0.7,1,1,0.1,1,1,1,3.7618
0,0.7,1,1,0.1,1,1,5,3.5728
0,0.7,1,1,0.1,1,1,50,3.5697
0,0.7,1,1,0.1,1,5,0,3.8211
0,0.7,1,1,0.1,1,5,0.5,3.6648
0,0.7,1,1,0.1,1,5,1,3.6112
0,0.7,1,1,0.1,1,5,5,3.5702
0,0.7,1,1,0.1,1,5,50,3.5697
0,0.7,1,1,0.1,1,50,0,3.5995
0,0.7,1,1,0.1,1,50,0.5,3.5809
0,0.7,1,1,0.1,1,50,1,3.5742
0,0.7,1,1,0.1,1,50,5,3.5698
0,0.7,1,1,0.1,1,50,50,3.5697
0,0.9,1,1,0.1,1,0,0,8.4888
0,0.9,1,1,0.1,1,0,0.5,4.4203
0,0.9,1,1,0.1,1,0,1,3.8416
0,0.9,1,1,0.1,1,0,5,3.4693
0,0.9,1,1,0.1,1,0,50,3.4636
0,0.9,1,1,0.1,1,0.5,0,5.8371
0,0.9,1,1,0.1,1,0.5,0.5,4.0866
0,0.9,1,1,0.1,1,0.5,1,3.7197
0,0.9,1,1,0.1,1,0.5,5,3.4675
0,0.9,1,1,0.1,1,0.5,50,3.4636
0,0.9,1,1,0.1,1,1,0,4.9262
0,0.9,1,1,0.1,1,1,0.5,3.9077
0,0.9,1,1,0.1,1,1,1,3.6505
0,0.9,1,1,0.1,1,1,5,3.4665
0,0.9,1,1,0.1,1,1,50,3.4636
0,0.9,1,1,0.1,1,5,0,3.7415
0,0.9,1,1,0.1,1,5,0.5,3.5659
0,0.9,1,1,0.1,1,5,1,3.5068
0,0.9,1,1,0.1,1,5,5,3.4641
0,0.9,1,1,0.1,1,5,50,3.4636
0,0.9,1,1,0.1,1,50,0,3.5003
0,0.9,1,1,0.1,1,50,0.5,3.4766
0,0.9,1,1,0.1,1,50,1,3.4686
0,0.9,1,1,0.1,1,50,5,3.4637
0,0.9,1,1,0.1,1,50,50,3.4636
0,0.1,2,1,0.001,0,0,0,3.6646
0,0.1,2,1,0.001,0,0,0.5,2.0077
0,0.1,2,1,0.001,0,0,1,1.7306
0,0.1,2,1,0.001,0,0,5,1.542
0,0.1,2,1,0.001,0,0,50,1.54
0,0.1,2,1,0.001,0,0.5,0,2.5262
0,0.1,2,1,0.001,0,0.5,0.5,1.8393
0,0.1,2,1,0.001,0,0.5,1,1.667
0,0.1,2,1,0.001,0,0.5,5,1.5413
0,0.1,2,1,0.001,0,0.5,50,1.54
0,0.1,2,1,0.001,0,1,0,2.1327
0,0.1,2,1,0.001,0,1,0.5,1.7481
0,0.1,2,1,0.001,0,1,1,1.6316
0,0.1,2,1,0.001,0,1,5,1.541
0,0.1,2,1,0.001,0,1,50,1.54
0,0.1,2,1,0.001,0,5,0,1.6319
0,0.1,2,1,0.001,0,5,0.5,1.5825
0,0.1,2,1,0.001,0,5,1,1.5617
0,0.1,2,1,0.001,0,5,5,1.5403
0,0.1,2,1,0.001,0,5,50,1.54
0,0.1,2,1,0.001,0,50,0,1.5452
0,0.1,2,1,0.001,0,50,0.5,1.543
0,0.1,2,1,0.001,0,50,1,1.5418
0,0.1,2,1,0.001,0,50,5,1.54
0,0.1,2,1,0.001,0,50,50,1.54
0,0.3,2,1,0.001,0,0,0,3.5573
0,0.3,2,1,0.001,0,0,0.5,1.9365
0,0.3,2,1,0.001,0,0,1,1.6699
0,0.3,2,1,0.001,0,0,5,1.4899
0,0.3,2,1,0.001,0,0,50,1.4879
0,0.3,2,1,0.001,0,0.5,0,2.3925
0,0.3,2,1,0.001,0,0.5,0.5,1.7621
0,0.3,2,1,0.001,0,0.5,1,1.604
0,0.3,2,1,0.001,0,0.5,5,1.4892
0,0.3,2,1,0.001,0,0.5,50,1.4879
0,0.3,2,1,0.001,0,1,0,2.016
0,0.3,2,1,0.001,0,1,0.5,1.6738
0,0.3,2,1,0.001,0,1,1,1.5698
0,0.3,2,1,0.001,0,1,5,1.4889
0,0.3,2,1,0.001,0,1,50,1.4879
0,0.3,2,1,0.001,0,5,0,1.5645
0,0.3,2,1,0.001,0,5,0.5,1.5236
0,0.3,2,1,0.001,0,5,1,1.5063
0,0.3,2,1,0.001,0,5,5,1.4883
0,0.3,2,1,0.001,0,5,50,1.4879
0,0.3,2,1,0.001,0,50,0,1.4923
0,0.3,2,1,0.001,0,50,0.5,1.4905
0,0.3,2,1,0.001,0,50,1,1.4895
0,0.3,2,1,0.001,0,50,5,1.488
0,0.3,2,1,0.001,0,50,50,1.4879
0,0.5,2,1,0.001,0,0,0,3.0742
0,0.5,2,1,0.001,0,0,0.5,1.6411
0,0.5,2,1,0.001,0,0,1,1.4142
0,0.5,2,1,0.001,0,0,5,1.2619
0,0.5,2,1,0.001,0,0,50,1.2601
0,0.5,2,1,0.001,0,0.5,0,2.0021
0,0.5,2,1,0.001,0,0.5,0.5,1.4765
0,0.5,2,1,0.001,0,0.5,1,1.3507
0,0.5,2,1,0.001,0,0.5,5,1.2611
0,0.5,2,1,0.001,0,0.5,50,1.2601
0,0.5,2,1,0.001,0,1,0,1.6814
0,0.5,2,1,0.001,0,1,0.5,1.4011
0,0.5,2,1,0.001,0,1,1,1.3211
0,0.5,2,1,0.001,0,1,5,1.2608
0,0.5,2,1,0.001,0,1,50,1.2601
0,0.5,2,1,0.001,0,5,0,1.3122
0,0.5,2,1,0.001,0,5,0.5,1.2838
0,0.5,2,1,0.001,0,5,1,1.2722
0,0.5,2,1,0.001,0,5,5,1.2603
0,0.5,2,1,0.001,0,5,50,1.2601
0,0.5,2,1,0.001,0,50,0,1.2627
0,0.5,2,1,0.001,0,50,0.5,1.2616
0,0.5,2,1,0.001,0,50,1,1.261
0,0.5,2,1,0.001,0,50,5,1.2601
0,0.5,2,1,0.001,0,50,50,1.2601
0,0.7,2,1,0.001,0,0,0,2.5131
0,0.7,2,1,0.001,0,0,0.5,1.3304
0,0.7,2,1,0.001,0,0,1,1.1442
0,0.7,2,1,0.001,0,0,5,1.0149
0,0.7,2,1,0.001,0,0,50,1.0132
0,0.7,2,1,0.001,0,0.5,0,1.6601
0,0.7,2,1,0.001,0,0.5,0.5,1.1996
0,0.7,2,1,0.001,0,0.5,1,1.0922
0,0.7,2,1,0.001,0,0.5,5,1.0142
0,0.7,2,1,0.001,0,0.5,50,1.0132
0,0.7,2,1,0.001,0,1,0,1.3971
0,0.7,2,1,0.001,0,1,0.5,1.1395
0,0.7,2,1,0.001,0,1,1,1.0683
0,0.7,2,1,0.001,0,1,5,1.014
0,0.7,2,1,0.001,0,1,50,1.0132
0,0.7,2,1,0.001,0,5,0,1.0756
0,0.7,2,1,0.001,0,5,0.5,1.0404
0,0.7,2,1,0.001,0,5,1,1.027
0,0.7,2,1,0.001,0,5,5,1.0135
0,0.7,2,1,0.001,0,5,50,1.0132
0,0.7,2,1,0.001,0,50,0,1.0165
0,0.7,2,1,0.001,0,50,0.5,1.0151
0,0.7,2,1,0.001,0,50,1,1.0144
0,0.7,2,1,0.001,0,50,5,1.0133
0,0.7,2,1,0.001,0,50,50,1.0132
0,0.9,2,1,0.001,0,0,0,2.1722
0,0.9,2,1,0.001,0,0,0.5,1.1526
0,0.9,2,1,0.001,0,0,1,0.98889
0,0.9,2,1,0.001,0,0,5,0.86953
0,0.9,2,1,0.001,0,0,50,0.86779
0,0.9,2,1,0.001,0,0.5,0,1.468
0,0.9,2,1,0.001,0,0.5,0.5,1.0445
0,0.9,2,1,0.001,0,0.5,1,0.94521
0,0.9,2,1,0.001,0,0.5,5,0.8689
0,0.9,2,1,0.001,0,0.5,50,0.86779
0,0.9,2,1,0.001,0,1,0,1.2407
0,0.9,2,1,0.001,0,1,0.5,0.99415
0,0.9,2,1,0.001,0,1,1,0.92491
0,0.9,2,1,0.001,0,1,5,0.86864
0,0.9,2,1,0.001,0,1,50,0.86779
0,0.9,2,1,0.001,0,5,0,0.9532
0,0.9,2,1,0.001,0,5,0.5,0.90613
0,0.9,2,1,0.001,0,5,1,0.88749
0,0.9,2,1,0.001,0,5,5,0.86818
0,0.9,2,1,0.001,0,5,50,0.86779
0,0.9,2,1,0.001,0,50,0,0.87523
0,0.9,2,1,0.001,0,50,0.5,0.87185
0,0.9,2,1,0.001,0,50,1,0.87011
0,0.9,2,1,0.001,0,50,5,0.86785
0,0.9,2,1,0.001,0,50,50,0.86779
0,0.1,2,1,0.01,0,0,0,3.6633
0,0.1,2,1,0.01,0,0,0.5,2.0069
0,0.1,2,1,0.01,0,0,1,1.7299
0,0.1,2,1,0.01,0,0,5,1.5414
0,0.1,2,1,0.01,0,0,50,1.5394
0,0.1,2,1,0.01,0,0.5,0,2.525
0,0.1,2,1,0.01,0,0.5,0.5,1.8385
0,0.1,2,1,0.01,0,0.5,1,1.6663
0,0.1,2,1,0.01,0,0.5,5,1.5407
0,0.1,2,1,0.01,0,0.5,50,1.5394
0,0.1,2,1,0.01,0,1,0,2.1316
0,0.1,2,1,0.01,0,1,0.5,1.7474
0,0.1,2,1,0.01,0,1,1,1.631
0,0.1,2,1,0.01,0,1,5,1.5404
0,0.1,2,1,0.01,0,1,50,1.5394
0,0.1,2,1,0.01,0,5,0,1.6312
0,0.1,2,1,0.01,0,5,0.5,1.5819
0,0.1,2,1,0.01,0,5,1,1.5611
0,0.1,2,1,0.01,0,5,5,1.5397
0,0.1,2,1,0.01,0,5,50,1.5394
0,0.1,2,1,0.01,0,50,0,1.5446
0,0.1,2,1,0.01,0,50,0.5,1.5424
0,0.1,2,1,0.01,0,50,1,1.5412
0,0.1,2,1,0.01,0,50,5,1.5394
0,0.1,2,1,0.01,0,50,50,1.5394
0,0.3,2,1,0.01,0,0,0,3.5505
0,0.3,2,1,0.01,0,0,0.5,1.9319
0,0.3,2,1,0.01,0,0,1,1.6659
0,0.3,2,1,0.01,0,0,5,1.4865
0,0.3,2,1,0.01,0,0,50,1.4845
0,0.3,2,1,0.01,0,0.5,0,2.3851
0,0.3,2,1,0.01,0,0.5,0.5,1.7573
0,0.3,2,1,0.01,0,0.5,1,1.6
0,0.3,2,1,0.01,0,0.5,5,1.4857
0,0.3,2,1,0.01,0,0.5,50,1.4845
0,0.3,2,1,0.01,0,1,0,2.0095
0,0.3,2,1,0.01,0,1,0.5,1.6692
0,0.3,2,1,0.01,0,1,1,1.5658
0,0.3,2,1,0.01,0,1,5,1.4854
0,0.3,2,1,0.01,0,1,50,1.4845
0,0.3,2,1,0.01,0,5,0,1.5603
0,0.3,2,1,0.01,0,5,0.5,1.5198
0,0.3,2,1,0.01,0,5,1,1.5027
0,0.3,2,1,0.01,0,5,5,1.4848
0,0.3,2,1,0.01,0,5,50,1.4845
0,0.3,2,1,0.01,0,50,0,1.4888
0,0.3,2,1,0.01,0,50,0.5,1.487
0,0.3,2,1,0.01,0,50,1,1.486
0,0.3,2,1,0.01,0,50,5,1.4845
0,0.3,2,1,0.01,0,50,50,1.4845
0,0.5,2,1,0.01,0,0,0,3.0602
0,0.5,2,1,0.01,0,0,0.5,1.6326
0,0.5,2,1,0.01,0,0,1,1.4069
0,0.5,2,1,0.01,0,0,5,1.2552
0,0.5,2,1,0.01,0,0,50,1.2534
0,0.5,2,1,0.01,0,0.5,0,1.9923
0,0.5,2,1,0.01,0,0.5,0.5,1.4687
0,0.5,2,1,0.01,0,0.5,1,1.3435
0,0.5,2,1,0.01,0,0.5,5,1.2545
0,0.5,2,1,0.01,0,0.5,50,1.2534
0,0.5,2,1,0.01,0,1,0,1.673
0,0.5,2,1,0.01,0,1,0.5,1.3936
0,0.5,2,1,0.01,0,1,1,1.3141
0,0.5,2,1,0.01,0,1,5,1.2541
0,0.5,2,1,0.01,0,1,50,1.2534
0,0.5,2,1,0.01,0,5,0,1.3053
0,0.5,2,1,0.01,0,5,0.5,1.2769
0,0.5,2,1,0.01,0,5,1,1.2655
0,0.5,2,1,0.01,0,5,5,1.2537
0,0.5,2,1,0.01,0,5,50,1.2534
0,0.5,2,1,0.01,0,50,0,1.256
0,0.5,2,1,0.01,0,50,0.5,1.2549
0,0.5,2,1,0.01,0,50,1,1.2543
0,0.5,2,1,0.01,0,50,5,1.2535
0,0.5,2,1,0.01,0,50,50,1.2534
0,0.7,2,1,0.01,0,0,0,2.5017
0,0.7,2,1,0.01,0,0,0.5,1.3241
0,0.7,2,1,0.01,0,0,1,1.1387
0,0.7,2,1,0.01,0,0,5,1.0098
0,0.7,2,1,0.01,0,0,50,1.0081
0,0.7,2,1,0.01,0,0.5,0,1.653
0,0.7,2,1,0.01,0,0.5,0.5,1.1939
0,0.7,2,1,0.01,0,0.5,1,1.0869
0,0.7,2,1,0.01,0,0.5,5,1.0091
0,0.7,2,1,0.01,0,0.5,50,1.0081
0,0.7,2,1,0.01,0,1,0,1.3912
0,0.7,2,1,0.01,0,1,0.5,1.1341
0,0.7,2,1,0.01,0,1,1,1.0631
0,0.7,2,1,0.01,0,1,5,1.0088
0,0.7,2,1,0.01,0,1,50,1.0081
0,0.7,2,1,0.01,0,5,0,1.0708
0,0.7,2,1,0.01,0,5,0.5,1.0353
0,0.7,2,1,0.01,0,5,1,1.0219
0,0.7,2,1,0.01,0,5,5,1.0083
0,0.7,2,1,0.01,0,5,50,1.0081
0,0.7,2,1,0.01,0,50,0,1.0114
0,0.7,2,1,0.01,0,50,0.5,1.01
0,0.7,2,1,0.01,0,50,1,1.0092
0,0.7,2,1,0.01,0,50,5,1.0081
0,0.7,2,1,0.01,0,50,50,1.0081
0,0.9,2,1,0.01,0,0,0,2.1661
0,0.9,2,1,0.01,0,0,0.5,1.1494
0,0.9,2,1,0.01,0,0,1,0.98612
0,0.9,2,1,0.01,0,0,5,0.86684
0,0.9,2,1,0.01,0,0,50,0.8651
0,0.9,2,1,0.01,0,0.5,0,1.4642
0,0.9,2,1,0.01,0,0.5,0.5,1.0417
0,0.9,2,1,0.01,0,0.5,1,0.94252
0,0.9,2,1,0.01,0,0.5,5,0.86621
0,0.9,2,1,0.01,0,0.5,50,0.8651
0,0.9,2,1,0.01,0,1,0,1.2376
0,0.9,2,1,0.01,0,1,0.5,0.99145
0,0.9,2,1,0.01,0,1,1,0.92227
0,0.9,2,1,0.01,0,1,5,0.86595
0,0.9,2,1,0.01,0,1,50,0.8651
0,0.9,2,1,0.01,0,5,0,0.95075
0,0.9,2,1,0.01,0,5,0.5,0.90361
0,0.9,2,1,0.01,0,5,1,0.8849
0,0.9,2,1,0.01,0,5,5,0.86549
