Type of crack,Crack length,a,b,t/b,Type of BCs,kx,ky,Omega
0,0.9,2,1,0.01,0,5,50,0.8651
0,0.9,2,1,0.01,0,50,0,0.87263
0,0.9,2,1,0.01,0,50,0.5,0.8692
0,0.9,2,1,0.01,0,50,1,0.86744
0,0.9,2,1,0.01,0,50,5,0.86516
0,0.9,2,1,0.01,0,50,50,0.8651
0,0.1,2,1,0.1,0,0,0,3.5874
0,0.1,2,1,0.1,0,0,0.5,1.9666
0,0.1,2,1,0.1,0,0,1,1.6941
0,0.1,2,1,0.1,0,0,5,1.5066
0,0.1,2,1,0.1,0,0,50,1.5045
0,0.1,2,1,0.1,0,0.5,0,2.4675
0,0.1,2,1,0.1,0,0.5,0.5,1.7999
0,0.1,2,1,0.1,0,0.5,1,1.6309
0,0.1,2,1,0.1,0,0.5,5,1.5059
0,0.1,2,1,0.1,0,0.5,50,1.5045
0,0.1,2,1,0.1,0,1,0,2.082
0,0.1,2,1,0.1,0,1,0.5,1.7096
0,0.1,2,1,0.1,0,1,1,1.5956
0,0.1,2,1,0.1,0,1,5,1.5055
0,0.1,2,1,0.1,0,1,50,1.5045
0,0.1,2,1,0.1,0,5,0,1.5939
0,0.1,2,1,0.1,0,5,0.5,1.546
0,0.1,2,1,0.1,0,5,1,1.5258
0,0.1,2,1,0.1,0,5,5,1.5049
0,0.1,2,1,0.1,0,5,50,1.5045
0,0.1,2,1,0.1,0,50,0,1.5093
0,0.1,2,1,0.1,0,50,0.5,1.5073
0,0.1,2,1,0.1,0,50,1,1.5062
0,0.1,2,1,0.1,0,50,5,1.5045
0,0.1,2,1,0.1,0,50,50,1.5045
0,0.3,2,1,0.1,0,0,0,3.4481
0,0.3,2,1,0.1,0,0,0.5,1.8758
0,0.3,2,1,0.1,0,0,1,1.6162
0,0.3,2,1,0.1,0,0,5,1.4394
0,0.3,2,1,0.1,0,0,50,1.4374
0,0.3,2,1,0.1,0,0.5,0,2.2983
0,0.3,2,1,0.1,0,0.5,0.5,1.7012
0,0.3,2,1,0.1,0,0.5,1,1.5499
0,0.3,2,1,0.1,0,0.5,5,1.4386
0,0.3,2,1,0.1,0,0.5,50,1.4374
0,0.3,2,1,0.1,0,1,0,1.9349
0,0.3,2,1,0.1,0,1,0.5,1.6145
0,0.3,2,1,0.1,0,1,1,1.516
0,0.3,2,1,0.1,0,1,5,1.4383
0,0.3,2,1,0.1,0,1,50,1.4374
0,0.3,2,1,0.1,0,5,0,1.5076
0,0.3,2,1,0.1,0,5,0.5,1.4703
0,0.3,2,1,0.1,0,5,1,1.4544
0,0.3,2,1,0.1,0,5,5,1.4377
0,0.3,2,1,0.1,0,5,50,1.4374
0,0.3,2,1,0.1,0,50,0,1.4411
0,0.3,2,1,0.1,0,50,0.5,1.4396
0,0.3,2,1,0.1,0,50,1,1.4387
0,0.3,2,1,0.1,0,50,5,1.4374
0,0.3,2,1,0.1,0,50,50,1.4374
0,0.5,2,1,0.1,0,0,0,2.924
0,0.5,2,1,0.1,0,0,0.5,1.5615
0,0.5,2,1,0.1,0,0,1,1.3438
0,0.5,2,1,0.1,0,0,5,1.1953
0,0.5,2,1,0.1,0,0,50,1.1935
0,0.5,2,1,0.1,0,0.5,0,1.895
0,0.5,2,1,0.1,0,0.5,0.5,1.4009
0,0.5,2,1,0.1,0,0.5,1,1.281
0,0.5,2,1,0.1,0,0.5,5,1.1945
0,0.5,2,1,0.1,0,0.5,50,1.1935
0,0.5,2,1,0.1,0,1,0,1.5907
0,0.5,2,1,0.1,0,1,0.5,1.328
0,0.5,2,1,0.1,0,1,1,1.2521
0,0.5,2,1,0.1,0,1,5,1.1942
0,0.5,2,1,0.1,0,1,50,1.1935
0,0.5,2,1,0.1,0,5,0,1.242
0,0.5,2,1,0.1,0,5,0.5,1.2156
0,0.5,2,1,0.1,0,5,1,1.2048
0,0.5,2,1,0.1,0,5,5,1.1937
0,0.5,2,1,0.1,0,5,50,1.1935
0,0.5,2,1,0.1,0,50,0,1.1958
0,0.5,2,1,0.1,0,50,0.5,1.1948
0,0.5,2,1,0.1,0,50,1,1.1943
0,0.5,2,1,0.1,0,50,5,1.1935
0,0.5,2,1,0.1,0,50,50,1.1935
0,0.7,2,1,0.1,0,0,0,2.3811
0,0.7,2,1,0.1,0,0,0.5,1.2644
0,0.7,2,1,0.1,0,0,1,1.0859
0,0.7,2,1,0.1,0,0,5,0.95918
0,0.7,2,1,0.1,0,0,50,0.95744
0,0.7,2,1,0.1,0,0.5,0,1.5727
0,0.7,2,1,0.1,0,0.5,0.5,1.1383
0,0.7,2,1,0.1,0,0.5,1,1.0351
0,0.7,2,1,0.1,0,0.5,5,0.95846
0,0.7,2,1,0.1,0,0.5,50,0.95744
0,0.7,2,1,0.1,0,1,0,1.3237
0,0.7,2,1,0.1,0,1,0.5,1.0804
0,0.7,2,1,0.1,0,1,1,1.0118
0,0.7,2,1,0.1,0,1,5,0.95818
0,0.7,2,1,0.1,0,1,50,0.95744
0,0.7,2,1,0.1,0,5,0,1.0188
0,0.7,2,1,0.1,0,5,0.5,0.98456
0,0.7,2,1,0.1,0,5,1,0.97126
0,0.7,2,1,0.1,0,5,5,0.95771
0,0.7,2,1,0.1,0,5,50,0.95744
0,0.7,2,1,0.1,0,50,0,0.96057
0,0.7,2,1,0.1,0,50,0.5,0.95928
0,0.7,2,1,0.1,0,50,1,0.95855
0,0.7,2,1,0.1,0,50,5,0.95747
0,0.7,2,1,0.1,0,50,50,0.95744
0,0.9,2,1,0.1,0,0,0,2.0753
0,0.9,2,1,0.1,0,0,0.5,1.1056
0,0.9,2,1,0.1,0,0,1,0.94736
0,0.9,2,1,0.1,0,0,5,0.82941
0,0.9,2,1,0.1,0,0,50,0.82765
0,0.9,2,1,0.1,0,0.5,0,1.4027
0,0.9,2,1,0.1,0,0.5,0.5,1.0006
0,0.9,2,1,0.1,0,0.5,1,0.9044
0,0.9,2,1,0.1,0,0.5,5,0.82877
0,0.9,2,1,0.1,0,0.5,50,0.82765
0,0.9,2,1,0.1,0,1,0,1.1856
0,0.9,2,1,0.1,0,1,0.5,0.95166
0,0.9,2,1,0.1,0,1,1,0.88448
0,0.9,2,1,0.1,0,1,5,0.82851
0,0.9,2,1,0.1,0,1,50,0.82765
0,0.9,2,1,0.1,0,5,0,0.91091
0,0.9,2,1,0.1,0,5,0.5,0.86612
0,0.9,2,1,0.1,0,5,1,0.84764
0,0.9,2,1,0.1,0,5,5,0.82804
0,0.9,2,1,0.1,0,5,50,0.82765
0,0.9,2,1,0.1,0,50,0,0.83494
0,0.9,2,1,0.1,0,50,0.5,0.83168
0,0.9,2,1,0.1,0,50,1,0.82997
0,0.9,2,1,0.1,0,50,5,0.8277
0,0.9,2,1,0.1,0,50,50,0.82765
0,0.1,2,1,0.001,1,0,0,7.2681
0,0.1,2,1,0.001,1,0,0.5,3.9818
0,0.1,2,1,0.001,1,0,1,3.4673
0,0.1,2,1,0.001,1,0,5,3.0642
0,0.1,2,1,0.001,1,0,50,3.054
0,0.1,2,1,0.001,1,0.5,0,4.9743
0,0.1,2,1,0.001,1,0.5,0.5,3.6632
0,0.1,2,1,0.001,1,0.5,1,3.3386
0,0.1,2,1,0.001,1,0.5,5,3.0611
0,0.1,2,1,0.001,1,0.5,50,3.054
0,0.1,2,1,0.001,1,1,0,4.1689
0,0.1,2,1,0.001,1,1,0.5,3.4712
0,0.1,2,1,0.001,1,1,1,3.2561
0,0.1,2,1,0.001,1,1,5,3.0591
0,0.1,2,1,0.001,1,1,50,3.054
0,0.1,2,1,0.001,1,5,0,3.1824
0,0.1,2,1,0.001,1,5,0.5,3.1124
0,0.1,2,1,0.001,1,5,1,3.0838
0,0.1,2,1,0.001,1,5,5,3.0547
0,0.1,2,1,0.001,1,5,50,3.054
0,0.1,2,1,0.001,1,50,0,3.0593
0,0.1,2,1,0.001,1,50,0.5,3.056
0,0.1,2,1,0.001,1,50,1,3.0548
0,0.1,2,1,0.001,1,50,5,3.054
0,0.1,2,1,0.001,1,50,50,3.054
0,0.3,2,1,0.001,1,0,0,7.1826
0,0.3,2,1,0.001,1,0,0.5,3.9222
0,0.3,2,1,0.001,1,0,1,3.4173
0,0.3,2,1,0.001,1,0,5,3.0241
0,0.3,2,1,0.001,1,0,50,3.0142
0,0.3,2,1,0.001,1,0.5,0,4.8012
0,0.3,2,1,0.001,1,0.5,0.5,3.5867
0,0.3,2,1,0.001,1,0.5,1,3.2829
0,0.3,2,1,0.001,1,0.5,5,3.0209
0,0.3,2,1,0.001,1,0.5,50,3.0142
0,0.3,2,1,0.001,1,1,0,4.0203
0,0.3,2,1,0.001,1,1,0.5,3.3959
0,0.3,2,1,0.001,1,1,1,3.2006
0,0.3,2,1,0.001,1,1,5,3.0189
0,0.3,2,1,0.001,1,1,50,3.0142
0,0.3,2,1,0.001,1,5,0,3.121
0,0.3,2,1,0.001,1,5,0.5,3.0633
0,0.3,2,1,0.001,1,5,1,3.0394
0,0.3,2,1,0.001,1,5,5,3.0148
0,0.3,2,1,0.001,1,5,50,3.0142
0,0.3,2,1,0.001,1,50,0,3.0182
0,0.3,2,1,0.001,1,50,0.5,3.0157
0,0.3,2,1,0.001,1,50,1,3.0148
0,0.3,2,1,0.001,1,50,5,3.0142
0,0.3,2,1,0.001,1,50,50,3.0142
0,0.5,2,1,0.001,1,0,0,6.3842
0,0.5,2,1,0.001,1,0,0.5,3.4292
0,0.5,2,1,0.001,1,0,1,2.9908
0,0.5,2,1,0.001,1,0,5,2.6521
0,0.5,2,1,0.001,1,0,50,2.6437
0,0.5,2,1,0.001,1,0.5,0,4.1335
0,0.5,2,1,0.001,1,0.5,0.5,3.1021
0,0.5,2,1,0.001,1,0.5,1,2.8578
0,0.5,2,1,0.001,1,0.5,5,2.6491
0,0.5,2,1,0.001,1,0.5,50,2.6437
0,0.5,2,1,0.001,1,1,0,3.4495
0,0.5,2,1,0.001,1,1,0.5,2.9318
0,0.5,2,1,0.001,1,1,1,2.7829
0,0.5,2,1,0.001,1,1,5,2.6473
0,0.5,2,1,0.001,1,1,50,2.6437
0,0.5,2,1,0.001,1,5,0,2.7005
0,0.5,2,1,0.001,1,5,0.5,2.6685
0,0.5,2,1,0.001,1,5,1,2.6564
0,0.5,2,1,0.001,1,5,5,2.644
0,0.5,2,1,0.001,1,5,50,2.6437
0,0.5,2,1,0.001,1,50,0,2.6449
0,0.5,2,1,0.001,1,50,0.5,2.6442
0,0.5,2,1,0.001,1,50,1,2.6439
0,0.5,2,1,0.001,1,50,5,2.6437
0,0.5,2,1,0.001,1,50,50,2.6437
0,0.7,2,1,0.001,1,0,0,5.5606
0,0.7,2,1,0.001,1,0,0.5,2.9918
0,0.7,2,1,0.001,1,0,1,2.61
0,0.7,2,1,0.001,1,0,5,2.2998
0,0.7,2,1,0.001,1,0,50,2.292
0,0.7,2,1,0.001,1,0.5,0,3.7172
0,0.7,2,1,0.001,1,0.5,0.5,2.7296
0,0.7,2,1,0.001,1,0.5,1,2.4999
0,0.7,2,1,0.001,1,0.5,5,2.2972
0,0.7,2,1,0.001,1,0.5,50,2.292
0,0.7,2,1,0.001,1,1,0,3.1082
0,0.7,2,1,0.001,1,1,0.5,2.5829
0,0.7,2,1,0.001,1,1,1,2.4341
0,0.7,2,1,0.001,1,1,5,2.2956
0,0.7,2,1,0.001,1,1,50,2.292
0,0.7,2,1,0.001,1,5,0,2.3717
0,0.7,2,1,0.001,1,5,0.5,2.3252
0,0.7,2,1,0.001,1,5,1,2.3085
0,0.7,2,1,0.001,1,5,5,2.2923
0,0.7,2,1,0.001,1,5,50,2.292
0,0.7,2,1,0.001,1,50,0,2.2937
0,0.7,2,1,0.001,1,50,0.5,2.2926
0,0.7,2,1,0.001,1,50,1,2.2922
0,0.7,2,1,0.001,1,50,5,2.292
0,0.7,2,1,0.001,1,50,50,2.292
0,0.9,2,1,0.001,1,0,0,5.207
0,0.9,2,1,0.001,1,0,0.5,2.8169
0,0.9,2,1,0.001,1,0,1,2.4577
0,0.9,2,1,0.001,1,0,5,2.1562
0,0.9,2,1,0.001,1,0,50,2.1486
0,0.9,2,1,0.001,1,0.5,0,3.5786
0,0.9,2,1,0.001,1,0.5,0.5,2.5908
0,0.9,2,1,0.001,1,0.5,1,2.3615
0,0.9,2,1,0.001,1,0.5,5,2.1539
0,0.9,2,1,0.001,1,0.5,50,2.1486
0,0.9,2,1,0.001,1,1,0,3.0017
0,0.9,2,1,0.001,1,1,0.5,2.4569
0,0.9,2,1,0.001,1,1,1,2.3009
0,0.9,2,1,0.001,1,1,5,2.1524
0,0.9,2,1,0.001,1,1,50,2.1486
0,0.9,2,1,0.001,1,5,0,2.264
0,0.9,2,1,0.001,1,5,0.5,2.1978
0,0.9,2,1,0.001,1,5,1,2.173
0,0.9,2,1,0.001,1,5,5,2.1491
0,0.9,2,1,0.001,1,5,50,2.1486
0,0.9,2,1,0.001,1,50,0,2.1545
0,0.9,2,1,0.001,1,50,0.5,2.1506
0,0.9,2,1,0.001,1,50,1,2.1493
0,0.9,2,1,0.001,1,50,5,2.1486
0,0.9,2,1,0.001,1,50,50,2.1486
0,0.1,2,1,0.01,1,0,0,7.2495
0,0.1,2,1,0.01,1,0,0.5,3.9722
0,0.1,2,1,0.01,1,0,1,3.459
0,0.1,2,1,0.01,1,0,5,3.0562
0,0.1,2,1,0.01,1,0,50,3.0458
0,0.1,2,1,0.01,1,0.5,0,4.9598
0,0.1,2,1,0.01,1,0.5,0.5,3.654
0,0.1,2,1,0.01,1,0.5,1,3.3303
0,0.1,2,1,0.01,1,0.5,5,3.053
0,0.1,2,1,0.01,1,0.5,50,3.0458
0,0.1,2,1,0.01,1,1,0,4.1568
0,0.1,2,1,0.01,1,1,0.5,3.4623
0,0.1,2,1,0.01,1,1,1,3.2479
0,0.1,2,1,0.01,1,1,5,3.051
0,0.1,2,1,0.01,1,1,50,3.0458
0,0.1,2,1,0.01,1,5,0,3.1739
0,0.1,2,1,0.01,1,5,0.5,3.1042
0,0.1,2,1,0.01,1,5,1,3.0757
0,0.1,2,1,0.01,1,5,5,3.0465
0,0.1,2,1,0.01,1,5,50,3.0458
0,0.1,2,1,0.01,1,50,0,3.0512
0,0.1,2,1,0.01,1,50,0.5,3.0479
0,0.1,2,1,0.01,1,50,1,3.0466
0,0.1,2,1,0.01,1,50,5,3.0458
0,0.1,2,1,0.01,1,50,50,3.0458
0,0.3,2,1,0.01,1,0,0,7.1428
0,0.3,2,1,0.01,1,0,0.5,3.8996
0,0.3,2,1,0.01,1,0,1,3.398
0,0.3,2,1,0.01,1,0,5,3.0063
0,0.3,2,1,0.01,1,0,50,2.9963
0,0.3,2,1,0.01,1,0.5,0,4.7619
0,0.3,2,1,0.01,1,0.5,0.5,3.5632
0,0.3,2,1,0.01,1,0.5,1,3.2631
0,0.3,2,1,0.01,1,0.5,5,3.0031
0,0.3,2,1,0.01,1,0.5,50,2.9963
0,0.3,2,1,0.01,1,1,0,3.9872
0,0.3,2,1,0.01,1,1,0.5,3.3731
0,0.3,2,1,0.01,1,1,1,3.1809
0,0.3,2,1,0.01,1,1,5,3.0011
0,0.3,2,1,0.01,1,1,50,2.9963
0,0.3,2,1,0.01,1,5,0,3.1006
0,0.3,2,1,0.01,1,5,0.5,3.0444
0,0.3,2,1,0.01,1,5,1,3.0211
0,0.3,2,1,0.01,1,5,5,2.9969
0,0.3,2,1,0.01,1,5,50,2.9963
0,0.3,2,1,0.01,1,50,0,3.0005
0,0.3,2,1,0.01,1,50,0.5,2.9979
0,0.3,2,1,0.01,1,50,1,2.9969
0,0.3,2,1,0.01,1,50,5,2.9963
0,0.3,2,1,0.01,1,50,50,2.9963
0,0.5,2,1,0.01,1,0,0,6.3352
0,0.5,2,1,0.01,1,0,0.5,3.4019
0,0.5,2,1,0.01,1,0,1,2.9671
0,0.5,2,1,0.01,1,0,5,2.6299
0,0.5,2,1,0.01,1,0,50,2.6216
0,0.5,2,1,0.01,1,0.5,0,4.098
0,0.5,2,1,0.01,1,0.5,0.5,3.0763
0,0.5,2,1,0.01,1,0.5,1,2.8344
0,0.5,2,1,0.01,1,0.5,5,2.6269
0,0.5,2,1,0.01,1,0.5,50,2.6216
0,0.5,2,1,0.01,1,1,0,3.4199
0,0.5,2,1,0.01,1,1,0.5,2.9072
0,0.5,2,1,0.01,1,1,1,2.7598
0,0.5,2,1,0.01,1,1,5,2.6251
0,0.5,2,1,0.01,1,1,50,2.6216
0,0.5,2,1,0.01,1,5,0,2.6776
0,0.5,2,1,0.01,1,5,0.5,2.646
0,0.5,2,1,0.01,1,5,1,2.634
0,0.5,2,1,0.01,1,5,5,2.6219
0,0.5,2,1,0.01,1,5,50,2.6216
0,0.5,2,1,0.01,1,50,0,2.6228
0,0.5,2,1,0.01,1,50,0.5,2.622
0,0.5,2,1,0.01,1,50,1,2.6217
0,0.5,2,1,0.01,1,50,5,2.6216
0,0.5,2,1,0.01,1,50,50,2.6216
0,0.7,2,1,0.01,1,0,0,5.5304
0,0.7,2,1,0.01,1,0,0.5,2.9765
0,0.7,2,1,0.01,1,0,1,2.5966
0,0.7,2,1,0.01,1,0,5,2.2868
0,0.7,2,1,0.01,1,0,50,2.279
0,0.7,2,1,0.01,1,0.5,0,3.6965
0,0.7,2,1,0.01,1,0.5,0.5,2.7154
0,0.7,2,1,0.01,1,0.5,1,2.4868
0,0.7,2,1,0.01,1,0.5,5,2.2842
0,0.7,2,1,0.01,1,0.5,50,2.279
0,0.7,2,1,0.01,1,1,0,3.0912
0,0.7,2,1,0.01,1,1,0.5,2.5692
0,0.7,2,1,0.01,1,1,1,2.421
0,0.7,2,1,0.01,1,1,5,2.2826
0,0.7,2,1,0.01,1,1,50,2.279
0,0.7,2,1,0.01,1,5,0,2.3588
0,0.7,2,1,0.01,1,5,0.5,2.3122
0,0.7,2,1,0.01,1,5,1,2.2956
0,0.7,2,1,0.01,1,5,5,2.2794
0,0.7,2,1,0.01,1,5,50,2.279
0,0.7,2,1,0.01,1,50,0,2.2808
0,0.7,2,1,0.01,1,50,0.5,2.2796
0,0.7,2,1,0.01,1,50,1,2.2792
0,0.7,2,1,0.01,1,50,5,2.279
0,0.7,2,1,0.01,1,50,50,2.279
0,0.9,2,1,0.01,1,0,0,5.1911
0,0.9,2,1,0.01,1,0,0.5,2.8092
0,0.9,2,1,0.01,1,0,1,2.451
0,0.9,2,1,0.01,1,0,5,2.1497
0,0.9,2,1,0.01,1,0,50,2.142
0,0.9,2,1,0.01,1,0.5,0,3.5661
0,0.9,2,1,0.01,1,0.5,0.5,2.5834
0,0.9,2,1,0.01,1,0.5,1,2.3548
0,0.9,2,1,0.01,1,0.5,5,2.1473
0,0.9,2,1,0.01,1,0.5,50,2.142
0,0.9,2,1,0.01,1,1,0,2.9914
0,0.9,2,1,0.01,1,1,0.5,2.4498
0,0.9,2,1,0.01,1,1,1,2.2943
0,0.9,2,1,0.01,1,1,5,2.1458
0,0.9,2,1,0.01,1,1,50,2.142
0,0.9,2,1,0.01,1,5,0,2.2573
0,0.9,2,1,0.01,1,5,0.5,2.1913
0,0.9,2,1,0.01,1,5,1,2.1664
0,0.9,2,1,0.01,1,5,5,2.1425
0,0.9,2,1,0.01,1,5,50,2.142
0,0.9,2,1,0.01,1,50,0,2.1482
0,0.9,2,1,0.01,1,50,0.5,2.1441
0,0.9,2,1,0.01,1,50,1,2.1428
0,0.9,2,1,0.01,1,50,5,2.142
0,0.9,2,1,0.01,1,50,50,2.142
0,0.1,2,1,0.1,1,0,0,6.7587
0,0.1,2,1,0.1,1,0,0.5,3.707
0,0.1,2,1,0.1,1,0,1,3.2189
0,0.1,2,1,0.1,1,0,5,2.8285
0,0.1,2,1,0.1,1,0,50,2.8188
0,0.1,2,1,0.1,1,0.5,0,4.5968
0,0.1,2,1,0.1,1,0.5,0.5,3.4
0,0.1,2,1,0.1,1,0.5,1,3.0939
0,0.1,2,1,0.1,1,0.5,5,2.8256
0,0.1,2,1,0.1,1,0.5,50,2.8188
0,0.1,2,1,0.1,1,1,0,3.846
0,0.1,2,1,0.1,1,1,0.5,3.2155
0,0.1,2,1,0.1,1,1,1,3.0138
0,0.1,2,1,0.1,1,1,5,2.8237
0,0.1,2,1,0.1,1,1,50,2.8188
0,0.1,2,1,0.1,1,5,0,2.9377
0,0.1,2,1,0.1,1,5,0.5,2.8743
0,0.1,2,1,0.1,1,5,1,2.8476
0,0.1,2,1,0.1,1,5,5,2.8195
0,0.1,2,1,0.1,1,5,50,2.8188
0,0.1,2,1,0.1,1,50,0,2.8239
0,0.1,2,1,0.1,1,50,0.5,2.8208
0,0.1,2,1,0.1,1,50,1,2.8197
0,0.1,2,1,0.1,1,50,5,2.8188
0,0.1,2,1,0.1,1,50,50,2.8188
0,0.3,2,1,0.1,1,0,0,6.6257
0,0.3,2,1,0.1,1,0,0.5,3.6171
0,0.3,2,1,0.1,1,0,1,3.1436
0,0.3,2,1,0.1,1,0,5,2.7678
0,0.3,2,1,0.1,1,0,50,2.7585
0,0.3,2,1,0.1,1,0.5,0,4.3602
0,0.3,2,1,0.1,1,0.5,0.5,3.2876
0,0.3,2,1,0.1,1,0.5,1,3.0107
0,0.3,2,1,0.1,1,0.5,5,2.7648
0,0.3,2,1,0.1,1,0.5,50,2.7585
0,0.3,2,1,0.1,1,1,0,3.6452
0,0.3,2,1,0.1,1,1,0.5,3.1058
0,0.3,2,1,0.1,1,1,1,2.9313
0,0.3,2,1,0.1,1,1,5,2.7629
0,0.3,2,1,0.1,1,1,50,2.7585
0,0.3,2,1,0.1,1,5,0,2.8491
0,0.3,2,1,0.1,1,5,0.5,2.8013
0,0.3,2,1,0.1,1,5,1,2.7809
0,0.3,2,1,0.1,1,5,5,2.759
0,0.3,2,1,0.1,1,5,50,2.7585
0,0.3,2,1,0.1,1,50,0,2.7621
0,0.3,2,1,0.1,1,50,0.5,2.7599
0,0.3,2,1,0.1,1,50,1,2.7591
0,0.3,2,1,0.1,1,50,5,2.7585
0,0.3,2,1,0.1,1,50,50,2.7585
0,0.5,2,1,0.1,1,0,0,5.8533
0,0.5,2,1,0.1,1,0,0.5,3.149
0,0.5,2,1,0.1,1,0,1,2.7402
0,0.5,2,1,0.1,1,0,5,2.4171
0,0.5,2,1,0.1,1,0,50,2.4092
0,0.5,2,1,0.1,1,0.5,0,3.7698
0,0.5,2,1,0.1,1,0.5,0.5,2.8389
0,0.5,2,1,0.1,1,0.5,1,2.6125
0,0.5,2,1,0.1,1,0.5,5,2.4142
0,0.5,2,1,0.1,1,0.5,50,2.4092
0,0.5,2,1,0.1,1,1,0,3.1435
0,0.5,2,1,0.1,1,1,0.5,2.6786
0,0.5,2,1,0.1,1,1,1,2.541
0,0.5,2,1,0.1,1,1,5,2.4125
0,0.5,2,1,0.1,1,1,50,2.4092
0,0.5,2,1,0.1,1,5,0,2.4605
0,0.5,2,1,0.1,1,5,0.5,2.432
0,0.5,2,1,0.1,1,5,1,2.4209
0,0.5,2,1,0.1,1,5,5,2.4095
0,0.5,2,1,0.1,1,5,50,2.4092
0,0.5,2,1,0.1,1,50,0,2.4103
0,0.5,2,1,0.1,1,50,0.5,2.4096
0,0.5,2,1,0.1,1,50,1,2.4094
0,0.5,2,1,0.1,1,50,5,2.4092
0,0.5,2,1,0.1,1,50,50,2.4092
0,0.7,2,1,0.1,1,0,0,5.1746
0,0.7,2,1,0.1,1,0,0.5,2.7948
0,0.7,2,1,0.1,1,0,1,2.4334
0,0.7,2,1,0.1,1,0,5,2.1336
0,0.7,2,1,0.1,1,0,50,2.1261
0,0.7,2,1,0.1,1,0.5,0,3.4545
0,0.7,2,1,0.1,1,0.5,0.5,2.5454
0,0.7,2,1,0.1,1,0.5,1,2.3277
0,0.7,2,1,0.1,1,0.5,5,2.1311
0,0.7,2,1,0.1,1,0.5,50,2.1261
0,0.7,2,1,0.1,1,1,0,2.8872
0,0.7,2,1,0.1,1,1,0.5,2.4055
0,0.7,2,1,0.1,1,1,1,2.2643
0,0.7,2,1,0.1,1,1,5,2.1296
0,0.7,2,1,0.1,1,1,50,2.1261
0,0.7,2,1,0.1,1,5,0,2.2023
0,0.7,2,1,0.1,1,5,0.5,2.1588
0,0.7,2,1,0.1,1,5,1,2.1426
0,0.7,2,1,0.1,1,5,5,2.1265
0,0.7,2,1,0.1,1,5,50,2.1261
0,0.7,2,1,0.1,1,50,0,2.1279
0,0.7,2,1,0.1,1,50,0.5,2.1268
0,0.7,2,1,0.1,1,50,1,2.1264
0,0.7,2,1,0.1,1,50,5,2.1261
0,0.7,2,1,0.1,1,50,50,2.1261
0,0.9,2,1,0.1,1,0,0,4.9098
0,0.9,2,1,0.1,1,0,0.5,2.6643
0,0.9,2,1,0.1,1,0,1,2.3208
0,0.9,2,1,0.1,1,0,5,2.0283
0,0.9,2,1,0.1,1,0,50,2.0209
0,0.9,2,1,0.1,1,0.5,0,3.3624
0,0.9,2,1,0.1,1,0.5,0.5,2.446
0,0.9,2,1,0.1,1,0.5,1,2.2274
0,0.9,2,1,0.1,1,0.5,5,2.0261
0,0.9,2,1,0.1,1,0.5,50,2.0209
0,0.9,2,1,0.1,1,1,0,2.8179
0,0.9,2,1,0.1,1,1,0.5,2.3168
0,0.9,2,1,0.1,1,1,1,2.1686
0,0.9,2,1,0.1,1,1,5,2.0246
0,0.9,2,1,0.1,1,1,50,2.0209
0,0.9,2,1,0.1,1,5,0,2.1284
0,0.9,2,1,0.1,1,5,0.5,2.0683
0,0.9,2,1,0.1,1,5,1,2.0448
0,0.9,2,1,0.1,1,5,5,2.0215
0,0.9,2,1,0.1,1,5,50,2.0209
0,0.9,2,1,0.1,1,50,0,2.027
0,0.9,2,1,0.1,1,50,0.5,2.0231
0,0.9,2,1,0.1,1,50,1,2.0218
